UserID,basket_icon_click,basket_add_list,basket_add_detail,sort_by,image_picker,account_page_click,promo_banner_click,detail_wishlist_add,list_size_dropdown,closed_minibasket_click,checked_delivery_detail,checked_returns_detail,sign_in,saw_checkout,saw_sizecharts,saw_delivery,saw_account_upgrade,saw_homepage,device_mobile,device_computer,device_tablet,returning_user,loc_uk,ordered
9874-c37953a7-9874-455d-b404-112300,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
30c7-c38258a9-30c7-4a7d-9a9a-896597,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
0550-c381e867-0550-4cc8-b75c-789175,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
7039-c395034a-7039-4220-a64a-163959,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
2673-c39b6a75-2673-49a8-9904-754663,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
534c-c3965dd9-534c-4ab2-b786-329803,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
aaav-c3a01e86-aaav-4b86-8016-447011,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1
3bb1-c3a37d20-3bb1-4614-b58b-514502,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
3da4-c3a52c36-3da4-4a1b-80b8-306474,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
070c-c3a61779-070c-4b70-90a8-109786,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
0185-c3a71679-0185-4858-b78c-730379,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
c7da-c3aa3470-c7da-4ba4-b615-795859,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
d0d8-c3ab7d9b-d0d8-4c10-8ccb-841917,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
a7b1-c3a7996b-a7b1-4136-9176-822291,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
79a7-c3b42496-79a7-4087-8ad7-625305,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
4av5-c3b8a85c-4av5-4913-8d99-89144,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
9170-c3bb3b64-9170-4b99-a916-495230,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
51b6-c3b7428d-51b6-4729-bb3a-892883,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
6976-c3c8596a-6976-4045-96bd-370501,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
2803-c3c91e76-2803-43a2-a4b2-689945,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
8870-c3cdd261-8870-4813-b7a6-222760,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
6916-c3d0d16b-6916-4917-8c56-473251,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
9092-c3d77781-9092-481b-b4ab-195476,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
5370-c3db692d-5370-4203-a180-608661,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
1c57-c3722c67-1c57-4794-bbd8-55528,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
532d-c3777a19-532d-4026-8078-42618,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
acb6-c36117cd-acb6-4ca6-928d-677010,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
86a0-c3615c69-86a0-41ea-b746-739562,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
91bd-c36479a3-91bd-b1d6-b76a-218508,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
b361-c36a4ba4-b361-41b0-bb76-175709,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
06aa-c36b78ac-06aa-4268-8b68-494783,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
b71a-c31e0979-b71a-4067-9b69-946300,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
891e-c401868c-891e-472a-a832-939246,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
a559-c4021556-a559-4657-8913-103106,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
40dc-c401e850-40dc-41e6-ba74-845680,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
6967-c4099c57-6967-46b2-807c-148656,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
5576-c40b19c0-5576-4143-970a-476355,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
1e5b-c40c3684-1e5b-45d6-a0b7-567159,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
0023-c407125d-0023-4878-b8b9-960247,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
1d20-c411d456-1d20-47cc-987d-948905,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
1b60-c4123018-1b60-b1dc-a284-368090,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
c70a-b6076576-c70a-4154-a8d0-770023,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1
2238-b612da08-2238-4516-b977-183412,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
7ba2-b613977d-7ba2-4c3c-9a3d-447544,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
0b54-b617567b-0b54-4672-b37b-132956,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
36d6-b61ab736-36d6-4364-ad16-962858,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
7av2-b61b43c4-7av2-4632-8d26-747444,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
9696-b61c7680-9696-4976-9575-578145,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
811e-b622272b-811e-4614-bb69-405945,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
9396-b6252076-9396-49b2-b939-151879,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
8a46-b621eav6-8a46-b10d-b773-283896,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
5230-b6302677-5230-4d06-a230-467445,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
d710-b630869b-d710-4d72-b76b-351360,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
31e5-b6346567-31e5-4d36-9b37-972756,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
7aa9-b639cb75-7aa9-4309-96a7-137550,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
b9b7-b63a77a6-b9b7-4262-9a3c-524942,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
8682-b6418941-8682-4b54-8112-436136,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
7478-b6430797-7478-4c88-b732-698344,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1
7942-b6b1d76d-7942-41ea-b9dc-330011,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
47a1-b645b62d-47a1-4a63-8459-677165,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
9b63-b6456d0d-9b63-4398-92d1-394589,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
29d5-b64a379d-29d5-4c69-a304-518069,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
c082-b64ac676-c082-455b-a605-397356,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1
d543-b64cavd1-d543-469a-9273-176150,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
33c9-b647c747-33c9-41e9-8ba6-85981,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
d776-b6554cd6-d776-b16a-b703-878911,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
671e-b6591e16-671e-47ab-baba-88553,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
3db3-b1e0c723-3db3-41e3-92d2-983421,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1
0a75-b1e45c42-0a75-46b2-901d-292846,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
875b-b1e554d7-875b-4c1e-b041-118047,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1
135c-b1e67d77-135c-46a6-8014-807363,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
5295-b1e6bb75-5295-437b-a8dc-618312,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1
06b5-b1e760b8-06b5-424d-9103-803476,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
78d3-b1e8bb86-78d3-4356-b4aa-531275,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
769b-b672a060-769b-4d2d-ac82-274750,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
8a8d-b67aa3b2-8a8d-426a-b239-578663,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
7ca7-b67d31a8-7ca7-416a-9c6b-97616,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
4041-b6847112-4041-41e7-b3c0-393932,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
d53a-b688021b-d53a-b197-a63a-186049,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
ddc7-b68ca015-ddc7-43a6-a74b-736212,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
9633-b68c7350-9633-4cb7-9431-193806,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
910b-b687730b-910b-41e1-b171-315431,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1
6a35-b691e2b3-6a35-4d4d-a3b7-273570,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
7a73-b69a2931-7a73-470c-997b-270884,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
8616-b69b7d25-8616-b177-b832-72615,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
1176-b6a04064-1176-47b1-8b81-930138,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
99ab-b6a3avbd-99ab-4167-b3dd-908839,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
d740-b6a3b397-d740-4a1e-9364-662164,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
90cd-b6a71916-90cd-409c-bb00-33158,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
bc56-b6a8a232-bc56-b101-8699-796740,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1
d748-b6aa5828-d748-424d-b646-461634,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
2488-b6aabb1c-2488-42b1-a1b5-609301,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
c686-b6aa727b-c686-4263-87db-313701,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
8c5b-b6ab7b1a-8c5b-b153-bb6a-758586,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
6317-b6aavc36-6317-4387-87a9-966502,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
1e9a-b6b0c771-1e9a-4747-93d6-883884,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
0675-b6b0c653-0675-4393-b616-436511,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
b74d-b6b27b1e-b74d-41d4-b257-221502,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
a2c3-b6b32757-a2c3-4950-9c1e-986940,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1
cc14-b6b38673-cc14-49c0-b0b6-268468,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
3bb6-b6b3a7b1-3bb6-4155-94b4-921245,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
5248-b6b48098-5248-435c-837c-163739,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
c67d-b6b99a76-c67d-460c-b833-521507,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
2626-bav37634-2626-4207-8b60-518007,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1
20c7-bav59743-20c7-4b37-97c9-847876,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
a477-bav779ad-a477-4cbc-9126-910523,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1
3c67-b6d1a468-3c67-4737-8b6a-199553,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
81ea-b6d68d64-81ea-4939-8d97-692535,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
0232-b6d67a63-0232-4a79-b8dd-405257,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
53a7-b6771682-53a7-b1a5-b133-384169,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
799b-b67822a9-799b-4893-97c8-593062,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
57b6-b1e0bd1c-57b6-401d-8973-347120,1,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1
074d-b1e57d37-074d-4501-b349-913118,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
6950-b1e65a1b-6950-4d63-873a-112010,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
3327-b1e6adb6-3327-47aa-8536-589470,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
8c56-b1e73bb3-8c56-4db1-b570-181917,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
d56b-b1e8141a-d56b-414c-8b71-858280,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1
a00a-b1edc822-a00a-48a7-8672-29285,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
6330-b1e63bcc-6330-4267-ba07-102856,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
b357-b7058889-b357-4995-9c98-494764,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
4dd3-b70av24a-4dd3-4568-ba02-617686,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
341e-b70a2063-341e-b1b6-91e7-984047,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1
3220-b7199470-3220-4a18-bdb4-907563,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1
265b-b7167c63-265b-4063-ab88-671626,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
4597-b72162b9-4597-4d33-8d91-148573,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
3632-b7216ac6-3632-43dc-8161-407629,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
0546-b7237328-0546-41dd-a60b-346601,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
ac49-b72c248b-ac49-4272-875b-186307,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
c3b2-b7267632-c3b2-47d9-818a-659623,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
a697-b73c2a6b-a697-4c1d-a19c-58751,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
6b7c-b74a861d-6b7c-40d0-968c-872664,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
203c-b7606b57-203c-41a2-b569-949082,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
1e76-b7609607-1e76-4342-a0b0-54252,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
9dc5-b7617d53-9dc5-4963-a911-748241,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
7475-b764a816-7475-4047-a451-370717,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
00b6-b764bb76-00b6-4d05-b385-506418,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
13c6-b768dc20-13c6-4b89-aa7a-108952,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
21c6-b76b6261-21c6-47a7-a1b7-11378,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
a09b-b76d8567-a09b-47d8-9b0a-149999,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1
0d31-b76dab95-0d31-4b2d-a472-202384,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1
bcdb-b77257c7-bcdb-4314-ab68-440334,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1
677c-b77a1ebb-677c-4279-9d7d-399873,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
0467-b77b5723-0467-4370-a567-118786,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
c706-b776bd5d-c706-4bbc-b224-580260,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
97b4-b7875bd0-97b4-420b-9429-674611,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
3c0c-b7927061-3c0c-43c1-b67a-362042,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
4891-b7967d29-4891-4158-b493-543396,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
0b11-b799088d-0b11-4a53-955b-854856,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
0656-b79916a8-0656-4737-a025-766428,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
6846-b79d0637-6846-40c6-b069-3291,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
069b-b7a186b1-069b-476d-b6b1-101487,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
b787-b7a287d6-b787-4362-955c-500096,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
2603-b7a680d9-2603-4867-a74d-147510,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
a67c-b7a77d93-a67c-40ca-8aa4-672094,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
dd4c-b7ab4737-dd4c-42b1-9105-252360,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
7485-b7a76591-7485-b1b3-98c0-96508,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
dc80-b7bavc25-dc80-4bc6-8077-309892,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
b1ed-b7b71e25-b1ed-4dd9-aa33-950250,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
2655-b7ba51e4-2655-431c-a777-307219,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
7479-b7b7781e-7479-4704-82b4-100300,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
27a0-b7b6029a-27a0-4769-8690-887468,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
6987-b7b62487-6987-b1d1-8357-339318,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
1ea9-b7b67d16-1ea9-47aa-8479-388994,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
c6d6-b7c173ac-c6d6-4906-8cb4-66044,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1
ac37-b7c2dab1-ac37-40c3-b486-26730,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
9894-b7cb61d9-9894-42c9-bd1e-504402,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
7768-b7cbava2-7768-4a90-8c56-622489,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
1e65-b7ccca58-1e65-4501-9047-223423,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1
7869-b7cd7087-7869-496a-bc93-838986,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
51e1-b7c67026-51e1-4397-b2b9-81000,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1
b73c-b7d08598-b73c-4ca9-8c67-658769,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
6968-b7d1aad1-6968-42b7-b38b-766675,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
86b6-b7d8av0c-86b6-4617-aa1e-950569,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
2d15-b7dd27c9-2d15-4a5a-8699-864828,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1
4862-b7715312-4862-43b1-a77a-666318,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
56b7-b773d073-56b7-4583-aa9a-749853,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1
cbaa-b7743a84-cbaa-4d16-a012-729323,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
547d-b7785c35-547d-4601-b1e6-427770,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
3774-b779934d-3774-4c8a-bav6-845146,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1
5c5d-b77b3982-5c5d-41e6-b968-570788,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
dd80-b763bd16-dd80-417b-a420-203120,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
686b-b76472b6-686b-4569-92c5-807925,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1
293c-b76a7274-293c-b127-972c-922608,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1
8293-b7ava1b0-8293-477d-8d07-4677,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
681e-b71e3ba3-681e-4384-b10b-419264,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
c5d1-b71e834d-c5d1-4c77-b6d4-818695,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1
14b3-b8017485-14b3-b11e-a4d3-15787,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1
9a48-b804b108-9a48-4ac8-810c-849042,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
265a-b8059610-265a-4197-a4b4-59619,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1
6a9c-b80a635b-6a9c-4993-a287-8470,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1
0936-b8073cbb-0936-4567-8772-553935,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1
